,Unnamed: 0,Speaker,Response,party,IntSpeakerTarget,MatchToTopic,PartyClassifier
361,522,TRUMP,"you could have done it, if you were an effective—if you were an effective senator, you could have done it. if you were an effective senator, you could have done it. but you were not an effective senator. ",1,17,False,0.9977966547012329
362,524,HILLARY CLINTON,"was secretary of state, i went around the world advocating for our country, but also advocating for women’s rights, to make sure that women had a decent chance to have a better life and negotiated a treaty with russia to lower nuclear weapons. four hundred pieces of legislation have my name on it as a sponsor or cosponsor when i was a senator for eight years. i worked very hard and was very proud to be re-elected in new york by an even bigger margin than i had been elected the first time. and as president, i will take that work, that bipartisan work, that finding common ground, because you have to be able to get along with people to get things done in washington.",0,16,False,0.9842076897621155
363,525,HILLARY CLINTON,"and i’ve proven that i can, and for 30 years, i’ve produced results for people. ",0,16,False,0.9348841309547424
364,526,TRUMP,"she said a lot of things that were false. i mean, i think we should be allowed to maybe… ",1,17,False,0.11601767688989639
365,527,TRUMP,excuse me. because she has been a disaster as a senator. a disaster. ,1,17,False,0.9889418482780457
366,528,HILLARY CLINTON,"well, the situation in syria is catastrophic. and every day that goes by, we see the results of the regime by assad in partnership with the iranians on the ground, the russians in the air, bombarding places, in particular aleppo, where there are hundreds of thousands of people, probably about 250,000 still left. and there is a determined effort by the russian air force to destroy aleppo in order to eliminate the last of the syrian rebels who are really holding out against the assad regime. russia hasn’t paid any attention to isis. they’re interested in keeping assad in power. so i, when i was secretary of state, advocated and i advocate today a no-fly zone and safe zones. we need some leverage with the russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them. and we have to work more closely with our partners and allies on the ground. but i want to emphasize that",0,16,False,0.10323737561702728
367,529,HILLARY CLINTON,"what is at stake here is the ambitions and the aggressiveness of russia. russia has decided that it’s all in, in syria. and they’ve also decided who they want to see become president of the united states, too, and it’s not me. i’ve stood up to russia. i’ve taken on putin and others, and i would do that as president. i think wherever we can cooperate with russia, that’s fine. and i did as secretary of state. that’s how we got a treaty reducing nuclear weapons. it’s how we got the sanctions on iran that put a lid on the iranian nuclear program without firing a single shot. so i would go to the negotiating table with more leverage than we have now. but i do support the effort to investigate for crimes, war crimes committed by the syrians and the russians and try to hold them accountable.",0,16,False,0.7021549940109253
368,530,TRUMP,"first of all, she was there as secretary of state with the so-called line in the sand, which… ",1,17,False,0.9896919131278992
369,531,HILLARY CLINTON,"no, i wasn’t. i was gone. i hate to interrupt you, but at some point… ",0,16,False,0.9223741292953491
370,532,TRUMP,ok. but you were in contact—excuse me. you were… ,1,17,False,0.9496004581451416
371,533,HILLARY CLINTON,"at some point, we need to do some fact-checking here. ",0,16,False,0.002094926545396447
372,534,TRUMP,"you were in total contact with the white house, and perhaps, sadly, obama probably still listened to you. i don’t think he would be listening to you very much anymore. obama draws the line in the sand. it was laughed at all over the world what happened. now, with that being said, she talks tough against russia. but our nuclear program has fallen way behind, and they’ve gone wild with their nuclear program. not good. our government shouldn’t have allowed that to happen. russia is new in terms of nuclear. we are old. we’re tired. we’re exhausted in terms of nuclear. a very bad thing. now, she talks tough, she talks really tough against putin and against assad. she talks in favor of the rebels. she doesn’t even know who the rebels are. you know, every time we take rebels, whether it’s in iraq or anywhere else, we’re arming people. and you know what happens?",1,17,False,0.9952768087387085
373,536,TRUMP,up this room. but look at that deal. iran now and russia are now against us. so she wants to fight. she wants to fight for rebels. there’s only one problem. you don’t even know who the rebels are. so what’s the purpose?,1,17,False,0.9990330934524536
374,537,TRUMP,and one thing i have to say. ,1,17,False,0.029990697279572487
375,538,TRUMP,"i don’t like assad at all, but assad is killing isis. russia is killing isis. and iran is killing isis. and those three have now lined up because of our weak foreign policy. ",1,17,False,0.9973635077476501
376,539,TRUMP,"ok. he and i haven’t spoken, and i disagree. i disagree. ",1,17,False,0.9767316579818726
377,540,TRUMP,"i think you have to knock out isis. right now, syria is fighting isis. we have people that want to fight both at the same time. but syria is no longer syria. syria is russia and it’s iran, who she made strong and kerry and obama made into a very powerful nation and a very rich nation, very, very quickly, very, very quickly. i believe we have to get isis. we have to worry about isis before we can get too much more involved. she had a chance to do something with syria. they had a chance. and that was the line. and she didn’t. ",1,17,False,0.9987853169441223
378,541,TRUMP,"i think aleppo is a disaster, humanitarian-wise. ",1,17,False,0.0018487542401999235
379,542,TRUMP,"i think that it basically has fallen. ok? it basically has fallen. let me tell you something. you take a look at mosul. the biggest problem i have with the stupidity of our foreign policy, we have mosul. they think a lot of the isis leaders are in mosul. so we have announcements coming out of washington and coming out of iraq, we will be attacking mosul in three weeks or four weeks. well, all of these bad leaders from isis are leaving mosul. why can’t they do it quietly? why can’t they do the attack, make it a sneak attack, and after the attack is made, inform the american public that we’ve knocked out the leaders, we’ve had a tremendous success? people leave. why do they have to say we’re going to be attacking mosul within the next four to six weeks, which is what they’re saying? how stupid is our country? ",1,17,False,0.997500479221344
380,543,TRUMP,i can’t think of any. i can’t think of any. and i’m pretty good at it. ,1,17,False,0.9929684996604919
381,544,TRUMP,"and we have general flynn. and we have—look, i have 200 generals and admirals who endorsed me. i have 21 congressional medal of honor recipients who endorsed me. we talk about it all the time. they understand, why can’t they do something secretively, where they go in and they knock out the leadership? how—why would these people stay there? i’ve been reading now… ",1,17,False,0.8998461365699768
382,545,TRUMP,"… for weeks—i’ve been reading now for weeks about mosul, that it’s the harbor of where—you know, between raqqa and mosul, this is where they think the isis leaders are. why would they be saying—they’re not staying there anymore. they’re gone. because everybody’s talking about how iraq, which is us with our leadership, goes in to fight mosul. now, with these 200 admirals and generals, they can’t believe it. all i say is this. general george patton, general douglas macarthur are spinning in their grave at the stupidity of what we’re doing in the middle east. ",1,17,False,0.002868443029001355
383,546,HILLARY CLINTON,"i would not use american ground forces in syria. i think that would be a very serious mistake. i don’t think american troops should be holding territory, which is what they would have to do as an occupying force. i don’t think that is a smart strategy. i do think the use of special forces, which we’re using, the use of enablers and trainers in iraq, which has had some positive effects, are very much in our interests, and so i do support what is happening, but let me just… ",0,16,False,0.00030165305361151695
384,547,HILLARY CLINTON,"well, martha, i hope that by the time i—if i’m fortunate… ",0,16,False,0.26925089955329895
385,548,TRUMP,everything. ,1,17,False,0.0627879723906517
386,549,HILLARY CLINTON,"i hope by the time i am president that we will have pushed isis out of iraq. i do think that there is a good chance that we can take mosul. and, you know, donald says he knows more about isis than the generals. no, he doesn’t. there are a lot of very important planning going on, and some of it is to signal to the sunnis in the area, as well as kurdish peshmerga fighters, that we all need to be in this. and that takes a lot of planning and preparation. i would go after baghdadi. i would specifically target baghdadi, because i think our targeting of al qaida leaders—and i was involved in a lot of those operations, highly classified ones—made a difference. so i think that could help. i would also consider arming the kurds. the kurds have been our best partners in syria, as well as iraq. and i know there’s a lot of concern about that in some circles,",0,16,False,0.00027871091151610017
387,550,HILLARY CLINTON,but i think they should have the equipment they need so that kurdish and arab fighters on the ground are the principal way that we take raqqa after pushing isis out of iraq.,0,16,False,0.0011037429794669151
388,551,TRUMP,"you know what’s funny? she went over a minute over, and you don’t stop her. when i go one second over, it’s like a big deal. ",1,17,False,0.6829001903533936
389,552,TRUMP,it’s really—it’s really very interesting. ,1,17,False,0.8356640338897705
390,555,TRUMP,", nothing’s going to happen. it’s just going to be talk. and all of her friends, the taxes we were talking about, and i would just get it by osmosis. she’s not doing any me favors. but by doing all the others’ favors, she’s doing me favors.",1,17,False,0.9992462396621704
391,556,TRUMP,"but i will tell you, she’s all talk. it doesn’t get done. all you have to do is take a look at her senate run. take a look at upstate new york. ",1,17,False,0.9991065859794617
392,557,TRUMP,it turned out to be a disaster. ,1,17,False,0.08311476558446884
393,559,HILLARY CLINTON,"sure that every american feels like he or she has a place in our country. and i think when you look at the letters that i get, a lot of people are worried that maybe they wouldn’t have a place in donald trump’s america. they write me, and one woman wrote me about her son, felix. she adopted him from ethiopia when he was a toddler. he’s 10 years old now. this is the only country he’s ever known. and he listens to donald on tv and he said to his mother one day, will he send me back to ethiopia if he gets elected? you know, children listen to what is being said. to go back to the very, very first question. and there’s a lot of fear—in fact, teachers and parents are calling it the trump effect. bullying is up. a lot of people are feeling, you know, uneasy. a lot of kids are expressing their concerns. so, first and",0,16,False,0.9841727018356323
394,560,HILLARY CLINTON,"foremost, i will do everything i can to reach out to everybody.",0,16,False,0.8736118674278259
395,561,HILLARY CLINTON,"democrats, republicans, independents, people across our country. if you don’t vote for me, i still want to be your president. ",0,16,False,0.07043372094631195
396,562,HILLARY CLINTON,i want to be the best president i can be for every american. ,0,16,False,0.09950627386569977
397,563,HILLARY CLINTON,"well, within hours i said that i was sorry about the way i talked about that, because my argument is not with his supporters. it’s with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all americans, all kinds of americans. and what he has said about african-americans and latinos, about muslims, about pows, about immigrants, about people with disabilities, he’s never apologized for. and so i do think that a lot of the tone and tenor that he has said—i’m proud of the campaign that bernie sanders and i ran. we ran a campaign based on issues, not insults. and he is supporting me 100 percent. ",0,16,False,0.0015768283046782017
398,564,HILLARY CLINTON,"because we talked about what we wanted to do. we might have had some differences, and we had a lot of debates… ",0,16,False,0.06448346376419067
399,565,TRUMP,… but we believed that we could make the country better. and i was proud of that. ,1,17,False,0.998414158821106
400,566,TRUMP,"we have a divided nation. we have a very divided nation. you look at charlotte. you look at baltimore. you look at the violence that’s taking place in the inner cities, chicago, you take a look at washington, d.c. we have a increase in murder within our cities, the biggest in 45 years. we have a divided nation, because people like her—and believe me, she has tremendous hate in her heart. and when she said deplorables, she meant it. and when she said irredeemable, they’re irredeemable, you didn’t mention that, but when she said they’re irredeemable, to me that might have been even worse. ",1,17,False,0.9987816214561462
401,567,TRUMP,"she’s got tremendous—she’s got tremendous hatred. and this country cannot take another four years of barack obama, and that’s what you’re getting with her. ",1,17,False,0.998011589050293
402,568,TRUMP,"no, there wasn’t check out a sex tape. it was just take a look at the person that she built up to be this wonderful girl scout who was no girl scout. ",1,17,False,0.013040352612733841
403,569,TRUMP,"by the way, just so you understand, when she said 3 o’clock in the morning, take a look at benghazi. she said who is going to answer the call at 3 o’clock in the morning? guess what? she didn’t answer it, because when ambassador stevens… ",1,17,False,0.9804407358169556
404,570,TRUMP,"… 600—wait a minute, anderson, 600 times. well, she said she was awake at 3 o’clock in the morning, and she also sent a tweet out at 3 o’clock in the morning, but i won’t even mention that. but she said she’ll be awake. who’s going—the famous thing, we’re going to answer our call at 3 o’clock in the morning. guess what happened? ambassador stevens—ambassador stevens sent 600 requests for help. and the only one she talked to was sidney blumenthal, who’s her friend and not a good guy, by the way. so, you know, she shouldn’t be talking about that. now, tweeting happens to be a modern day form of communication. i mean, you can like it or not like it. i have, between facebook and twitter, i have almost 25 million people. it’s a very effective way of communication. so you can put it down, but it is a very effective form",1,17,False,0.9980657696723938
405,571,TRUMP,"of communication. i’m not un-proud of it, to be honest with you.",1,17,False,0.9782896637916565
406,572,HILLARY CLINTON,no. ,0,16,False,0.06241650879383087
407,573,TRUMP,i’m shocked to hear that. [laughter] ,1,17,False,0.0024429464247077703
408,576,HILLARY CLINTON,five million homes were lost. ,0,16,False,0.0023852817248553038
409,577,HILLARY CLINTON,and $13 trillion in family wealth was wiped out. we are back on the right track. he would send us back into recession with his tax plans that benefit the wealthiest of americans. ,0,16,False,0.0003592982538975775
410,578,TRUMP,we have the slowest growth since 1929. ,1,17,False,0.0007732898811809719
411,580,HILLARY CLINTON,"thank you. well, you’re right. this is one of the most important issues in this election. i want to appoint supreme court justices who understand the way the world really works, who have real-life experience, who have not just been in a big law firm and maybe clerked for a judge and then gotten on the bench, but, you know, maybe they tried some more cases, they actually understand what people are up against. because i think the current court has gone in the wrong direction. and so i would want to see the supreme court reverse citizens united and get dark, unaccountable money out of our politics. donald doesn’t agree with that. i would like the supreme court to understand that voting rights are still a big problem in many parts of our country, that we don’t always do everything we can to make it possible for people of color and older people and young people to be able to exercise their franchise. i want a supreme court that",0,16,False,0.00011636610724963248
412,581,HILLARY CLINTON,"will stick with roe v. wade and a woman’s right to choose, and i want a supreme court that will stick with marriage equality. now, donald has put forth the names of some people that he would consider. and among the ones that he has suggested are people who would reverse roe v. wade and reverse marriage equality. i think that would be a terrible mistake and would take us backwards. i want a supreme court that doesn’t always side with corporate interests. i want a supreme court that understands because you’re wealthy and you can give more money to something doesn’t mean you have any more rights or should have any more rights than anybody else. so i have very clear views about what i want to see to kind of change the balance on the supreme court. and i regret deeply that the senate has not done its job and they have not permitted a vote on the person that president obama, a highly qualified person, they’ve not given him a vote to be",0,16,False,9.556516306474805e-05
413,582,HILLARY CLINTON,"able to be have the full complement of nine supreme court justices. i think that was a dereliction of duty. i hope that they will see their way to doing it, but if i am so fortunate enough as to be president, i will immediately move to make sure that we fill that, we have nine justices that get to work on behalf of our people.",0,16,False,0.9664557576179504
414,583,TRUMP,"justice scalia, great judge, died recently. and we have a vacancy. i am looking to appoint judges very much in the mold of justice scalia. i’m looking for judges—and i’ve actually picked 20 of them so that people would see, highly respected, highly thought of, and actually very beautifully reviewed by just about everybody. but people that will respect the constitution of the united states. and i think that this is so important. also, the second amendment, which is totally under siege by people like hillary clinton. they’ll respect the second amendment and what it stands for, what it represents. so important to me. now, hillary mentioned something about contributions just so you understand. so i will have in my race more than $100 million put in—of my money, meaning i’m not taking all of this big money from all of these different corporations like she’s doing. what i ask is this. so i’m putting in more than—",1,17,False,0.13063062727451324
415,584,TRUMP,"by the time it’s finished, i’ll have more than $100 million invested. pretty much self-funding mine. we’re raising money for the republican party, and we’re doing tremendously on the small donations, $61 average or so. i ask hillary, why doesn’t—she made $250 million by being in office. she used the power of her office to make a lot of money. why isn’t she funding, not for $100 million, but why don’t you put $10 million or $20 million or $25 million or $30 million into your own campaign? it’s $30 million less for special interests that will tell you exactly what to do and it would really, i think, be a nice sign to the american public. why aren’t you putting some money in? you have a lot of it. you’ve made a lot of it because of the fact that you’ve been in office. made a lot of it while",1,17,False,0.9907007217407227
416,585,TRUMP,"you were secretary of state, actually. so why aren’t you putting money into your own campaign? i’m just curious.",1,17,False,0.8143383860588074
417,586,HILLARY CLINTON,well…[crosstalk] ,0,16,False,0.3871099352836609
418,588,HILLARY CLINTON,we have to save as many lives as we possibly can. ,0,16,False,0.0024482859298586845
419,590,TRUMP,"especially when you have $20 trillion in debt. i will bring our energy companies back. they’ll be able to compete. they’ll make money. they’ll pay off our national debt. they’ll pay off our tremendous budget deficits, which are tremendous. but we are putting our energy companies out of business. we have to bring back our workers. you take a look at what’s happening to steel and the cost of steel and china dumping vast amounts of steel all over the united states, which essentially is killing our steelworkers and our steel companies. we have to guard our energy companies. we have to make it possible. the epa is so restrictive that they are putting our energy companies out of business. and all you have to do is go to a great place like west virginia or places like ohio, which is phenomenal, or places like pennsylvania and you see what they’re doing to the people, miners and others in the energy business. it’s a disgrace.",1,17,False,0.4813729524612427
420,591,TRUMP,it’s an absolute disgrace. ,1,17,False,0.5175372362136841
421,594,HILLARY CLINTON,. i don’t want to walk away from them. so we’ve got to do something for them.,0,16,False,0.9140753746032715
422,595,HILLARY CLINTON,but the price of coal is down worldwide. so we have to look at this comprehensively. ,0,16,False,0.8802922964096069
423,596,HILLARY CLINTON,and that’s exactly what i have proposed. i hope you will go to hillaryclinton.com and look at my entire policy. ,0,16,False,0.9263370037078857
424,597,HILLARY CLINTON,"well, i certainly will, because i think that’s a very fair and important question. look, i respect his children. his children are incredibly able and devoted, and i think that says a lot about donald. i don’t agree with nearly anything else he says or does, but i do respect that. and i think that is something that as a mother and a grandmother is very important to me. so i believe that this election has become in part so—so conflict-oriented, so intense because there’s a lot at stake. this is not an ordinary time, and this is not an ordinary election. we are going to be choosing a president who will set policy for not just four or eight years, but because of some of the important decisions we have to make here at home and around the world, from the supreme court to energy and so much else, and so there is a lot at stake. it’s one of the most consequential elections that",0,16,False,0.00016340891306754202
425,598,HILLARY CLINTON,"we’ve had. and that’s why i’ve tried to put forth specific policies and plans, trying to get it off of the personal and put it on to what it is i want to do as president. and that’s why i hope people will check on that for themselves so that they can see that, yes, i’ve spent 30 years, actually maybe a little more, working to help kids and families. and i want to take all that experience to the white house and do that every single day.",0,16,False,0.4406278133392334
426,599,TRUMP,"well, i consider her statement about my children to be a very nice compliment. i don’t know if it was meant to be a compliment, but it is a great—i’m very proud of my children. and they’ve done a wonderful job, and they’ve been wonderful, wonderful kids. so i consider that a compliment. i will say this about hillary. she doesn’t quit. she doesn’t give up. i respect that. i tell it like it is. she’s a fighter. i disagree with much of what she’s fighting for. i do disagree with her judgment in many cases. but she does fight hard, and she doesn’t quit, and she doesn’t give up. and i consider that to be a very good trait. ",1,17,False,0.9984316229820251
427,600,KERRY,"yes, i certainly do. (laughter) but let me just first, cheryl, if you will, i want to thank charlie for moderating. i want to thank washington university for hosting us here this evening. mr. president, it’s good to be with you again this evening, sir. cheryl, the president didn’t find weapons of mass destruction in iraq, so he’s really turned his campaign into a weapon of mass deception. and the result is that you’ve been bombarded with advertisements suggesting that i’ve changed a position on this or that or the other. now, the three things they try to say i’ve changed position on are the patriot act; i haven’t. i support it. i just don’t like the way john ashcroft has applied it, and we’re going to change a few things. the chairman of the republican party thinks we ought to change a few things. no child left behind act, i voted for it. i support it",0,6,False,0.716813325881958
428,602,KERRY,"he’s wrong. i’m going to give you a tax cut. the president gave the top 1 percent of income-earners in america, got $89 billion last year, more than the 80 percent of people who earn $100,000 or less all put together. i think that’s wrong. that’s not wishy-washy, and that’s what i’m fighting for, you.",0,6,False,0.0005044458084739745
429,603,GEORGE W. BUSH,"charlie, thank you, and thank our panelists. and, senator, thank you. i can — and thanks, washington u. as well. i can see why people at your workplace think he changes positions a lot, because he does. he said he voted for the $87 billion, and voted against it right before he voted for it. and that sends a confusing signal to people. he said he thought saddam hussein was a grave threat, and now he said it was a mistake to remove saddam hussein from power. no, i can see why people think that he changes position quite often, because he does. you know, for a while he was a strong supporter of getting rid of saddam hussein. he saw the wisdom — until the democrat primary came along and howard dean, the anti-war candidate, began to gain on him, and he changed positions. i don’t see how you can lead this country in a time of war, in a time of",1,3,False,0.8787363767623901
430,604,GEORGE W. BUSH,"uncertainty, if you change your mind because of politics. he just brought up the tax cut. you remember we increased that child credit by $1,000, reduced the marriage penalty, created a 10 percent tax bracket for the lower-income americans. that’s right at the middle class. he voted against it. and yet he tells you he’s for a middle- class tax cut. it’s — you’ve got to be consistent when you’re the president. there’s a lot of pressures. and you’ve got to be firm and consistent.",1,3,False,0.010483485646545887
431,605,GEORGE W. BUSH,"each situation is different, robin. and obviously we hope that diplomacy works before you ever use force. the hardest decision a president makes is ever to use force. after 9/11, we had to look at the world differently. after 9/11, we had to recognize that when we saw a threat, we must take it seriously before it comes to hurt us. in the old days we’d see a threat, and we could deal with it if we felt like it or not. but 9/11 changed it all. i vowed to our countrymen that i would do everything i could to protect the american people. that’s why we’re bringing al qaida to justice. seventy five percent of them have been brought to justice. that’s why i said to afghanistan: if you harbor a terrorist, you’re just as guilty as the terrorist. and the taliban is no longer in power, and al qaida no longer has a place to plan. and i saw a unique threat in saddam hussein",1,3,False,0.0002689937537070364
432,607,GEORGE W. BUSH,"him in power. and my opponent’s plans lead me to conclude that saddam hussein would still be in power, and the world would be more dangerous. thank you, sir.",1,3,False,0.9974385499954224
433,609,KERRY,"believe it because he wants you to think i change my mind. well, let me tell you straight up: i’ve never changed my mind about iraq. i do believe saddam hussein was a threat. i always believed he was a threat. believed it in 1998 when clinton was president. i wanted to give clinton the power to use force if necessary. but i would have used that force wisely, i would have used that authority wisely, not rushed to war without a plan to win the peace. i would have brought our allies to our side. i would have fought to make certain our troops had everybody possible to help them win the mission. this president rushed to war, pushed our allies aside. and iran now is more dangerous, and so is north korea, with nuclear weapons. he took his eye off the ball, off of osama bin laden.",0,6,False,0.945439338684082
434,610,GEORGE W. BUSH,(off-mike) ,1,3,False,0.018411533907055855
435,611,GEORGE W. BUSH,"you remember the last debate? my opponent said that america must pass a global test before we used force to protect ourselves. that’s the kind of mindset that says sanctions were working. that’s the kind of mindset that said, “let’s keep it at the united nations and hope things go well.” saddam hussein was a threat because he could have given weapons of mass destruction to terrorist enemies. sanctions were not working. the united nations was not effective at removing saddam hussein. ",1,3,False,0.9960098266601562
436,612,KERRY,"the goal of the sanctions was not to remove saddam hussein, it was to remove the weapons of mass destruction. and, mr. president, just yesterday the duelfer report told you and the whole world they worked. he didn’t have weapons of mass destruction, mr. president. that was the objective. and if we’d used smart diplomacy, we could have saved $200 billion and an invasion of iraq. and right now, osama bin laden might be in jail or dead. that’s the war against terror. ",0,6,False,0.0013796213315799832
437,613,KERRY,"anthony, i would not. i have laid out a different plan, because the president’s plan is not working. you see that every night on television. there’s chaos in iraq. king abdullah of jordan said just yesterday or the day before you can’t hold elections in iraq with the chaos that’s going on today. senator richard lugar, the republican chairman of the foreign relations committee, said that the handling of the reconstruction aid in iraq by this administration has been incompetent. those are the republican chairman’s words. senator hagel of nebraska said that the handling of iraq is beyond pitiful, beyond embarrassing; it’s in the zone of dangerous. those are the words of two republicans, respected, both on the foreign relations committee. now, i have to tell you, i would do something different. i would reach out to our allies in a way that this president hasn’t. he pushed them away time and again, pushed them away at the u.n., pushed them",0,6,False,0.9488233327865601
438,614,KERRY,"away individually. two weeks ago, there was a meeting of the north atlantic council, which is the political arm of nato. they discussed the possibility of a small training unit or having a total takeover of the training in iraq. did our administration push for the total training of iraq? no. were they silent? yes. was there an effort to bring all the allies together around that? no, because they’ve always wanted this to be an american effort. you know, they even had the defense department issue a memorandum saying, “don’t bother applying for assistance or for being part of the reconstruction if you weren’t part of our original coalition.” now, that’s not a good way to build support and reduce the risk for our troops and make america safer. i’m going to get the training done for our troops. i’m going to get the training of iraqis done faster. and i’m going to get our allies back to the table.",0,6,False,0.17886361479759216
439,615,GEORGE W. BUSH,"two days ago in the oval office, i met with the finance minister from iraq. he came to see me. and he talked about how optimistic he was and the country was about heading toward elections. think about it: they’re going from tyranny to elections. he talked about the reconstruction efforts that are beginning to take hold. he talked about the fact that iraqis love to be free. he said he was optimistic when he came here, then he turned on the tv and listened to the political rhetoric and all of a sudden he was pessimistic. now, this is guy a who, along with others, has taken great risk for great freedom. and we need to stand with him. my opponent says he has a plan; it sounds familiar, because it’s called the bush plan. we’re going to train troops, and we are. we’ll have 125,000 trained by the end of december. we’re spending about $7 billion. he talks about a grand idea",1,3,False,0.9730181097984314
440,616,GEORGE W. BUSH,": let’s have a summit; we’re going to solve the problem in iraq by holding a summit. and what is he going to say to those people that show up at the summit? join me in the wrong war at the wrong time at the wrong place. risk your troops in a war you’ve called a mistake. nobody is going to follow somebody who doesn’t believe we can succeed and with somebody who says that war where we are is a mistake. i know how these people think. i meet with them all the time. i talk to tony blair all the time. i talk to silvio berlusconi. they’re not going to follow an american president who says follow me into a mistake. our plan is working. we’re going to make elections. and iraq is going to be free, and america will be better off for it.",1,3,False,0.9909699559211731
441,617,KERRY,"yes, sir, please. ladies and gentlemen, the right war was osama bin laden and afghanistan. that was the right place. and the right time was tora bora, when we had him cornered in the mountains. now, everyone in the world knows that there were no weapons of mass destruction. that was the reason congress gave him the authority to use force, not after excuse to get rid of the regime. now we have to succeed. i’ve always said that. i have been consistent. yes, we have to succeed, and i have a better plan to help us do it. ",0,6,False,0.00084367033559829
442,618,GEORGE W. BUSH,"first of all, we didn’t find out he didn’t have weapons until we got there, and my opponent thought he had weapons and told everybody he thought he had weapons. and secondly, it’s a fundamental misunderstanding to say that the war on terror is only osama bin laden. the war on terror is to make sure that these terrorist organizations do not end up with weapons of mass destruction. that’s what the war on terror is about. of course, we’re going to find osama bin laden. we’ve already 75 percent of his people. and we’re on the hunt for him. but this is a global conflict that requires firm resolve. ",1,3,False,0.09035219997167587
443,619,GEORGE W. BUSH,"no, i appreciate that. i — listen, i — we’ve got a great country. i love our values. and i recognize i’ve made some decisions that have caused people to not understand the great values of our country. i remember when ronald reagan was the president; he stood on principle. somebody called that stubborn. he stood on principle standing up to the soviet union, and we won that conflict. yet at the same time, he was very — we were very unpopular in europe because of the decisions he made. i recognize that taking saddam hussein out was unpopular. but i made the decision because i thought it was in the right interests of our security. you know, i’ve made some decisions on israel that’s unpopular. i wouldn’t deal with arafat, because i felt like he had let the former president down, and i don’t think he’s the kind of person that can lead toward a palestinian state. and people in europe didn’t like",1,3,False,0.0010742621961981058
444,620,GEORGE W. BUSH,"that decision. and that was unpopular, but it was the right thing to do. i believe palestinians ought to have a state, but i know they need leadership that’s committed to a democracy and freedom, leadership that would be willing to reject terrorism. i made a decision not to join the international criminal court in the hague, which is where our troops could be brought to — brought in front of a judge, an unaccounted judge. i don’t think we ought to join that. that was unpopular. and so, what i’m telling you is, is that sometimes in this world you make unpopular decisions because you think they’re right. we’ll continue to reach out. listen, there is 30 nations involved in iraq, some 40 nations involved in afghanistan. people love america. sometimes they don’t like the decisions made by america, but i don’t think you want a president who tries to become popular and does the wrong thing. you don’t want to join",1,3,False,0.9903911352157593
445,621,GEORGE W. BUSH,the international criminal court just because it’s popular in certain capitals in europe.,1,3,False,0.04932217299938202
446,622,KERRY,"nikki, that’s a question that’s been raised by a lot of people around the country. let me address it but also talk about the weapons the president just talked about, because every part of the president’s answer just now promises you more of the same over the next four years. the president stood right here in this hall four years ago, and he was asked a question by somebody just like you, “under what circumstances would you send people to war?” and his answer was, “with a viable exit strategy and only with enough forces to get the job done.” he didn’t do that. he broke that promise. we didn’t have enough forces. general shinseki, the army chief of staff, told him he was going to need several hundred thousand. and guess what? they retired general shinseki for telling him that. this president hasn’t listened. i went to meet with the members of the security council in the week before we voted. i",0,6,False,0.9931661486625671
447,623,KERRY,"went to new york. i talked to all of them to find out how serious they were about really holding saddam hussein accountable. i came away convinced that, if we worked at it, if we were ready to work and letting hans blix do his job and thoroughly go through the inspections, that if push came to shove, they’d be there with us. but the president just arbitrarily brought the hammer down and said, “nope. sorry, time for diplomacy is over. we’re going.” he rushed to war without a plan to win the peace. ladies and gentleman, he gave you a speech and told you he’d plan carefully, take every precaution, take our allies with us. he didn’t. he broke his word.",0,6,False,0.9967161417007446
448,624,GEORGE W. BUSH,"i remember sitting in the white house looking at those generals, saying, “do you have what you need in this war? do you have what it takes?” i remember going down to the basement of the white house the day we committed our troops as last resort, looking at tommy franks and the generals on the ground, asking them, “do we have the right plan with the right troop level?” and they looked me in the eye and said, “yes, sir, mr. president.” of course, i listen to our generals. that’s what a president does. a president sets the strategy and relies upon good military people to execute that strategy. ",1,3,False,0.9557883143424988
449,625,KERRY,"you rely on good military people to execute the military component of the strategy, but winning the peace is larger than just the military component. general shinseki had the wisdom to say, “you’re going to need several hundred thousand troops to win the peace.” the military’s job is to win the war. a president’s job is to win the peace. the president did not do what was necessary. didn’t bring in enough nation. didn’t deliver the help. didn’t close off the borders. didn’t even guard the ammo dumps. and now our kids are being killed with ammos right out of that dump. ",0,6,False,0.9824008345603943
450,626,KERRY,"is it randee? jacobs: yes, randee. iran sponsors terrorism and has missiles capable of hitting israel and southern europe. iran will have nuclear weapons in two to three years time. in the event that u.n. sanctions don’t stop this threat, what will you do as president? ",0,6,False,0.9957654476165771
451,627,KERRY,"i don’t think you can just rely on u.n. sanctions, randee. but you’re absolutely correct, it is a threat, it’s a huge threat. and what’s interesting is, it’s a threat that has grown while the president has been preoccupied with iraq, where there wasn’t a threat. if he’d let the inspectors do their job and go on, we wouldn’t have 10 times the numbers of forces in iraq that we have in afghanistan chasing osama bin laden. meanwhile, while iran is moving toward nuclear weapons, some 37 tons of what they called yellow cake, the stuff they use to make enriched uranium, while they’re doing that, north korea has moved from one bomb maybe, maybe, to four to seven bombs. for two years, the president didn’t even engage with north korea, did nothing at all, while it was growing more dangerous, despite the warnings of former secretary of defense william perry, who negotiated getting television cameras and inspectors",0,6,False,0.008719462901353836
